216,Personal Profile 1.1,This JSR will update the existing Personal Profile (JSR-62) specification to reflect the J2SETM 1.4 APIs).,Maintenance,,Maintenance Release,2006/8/3,,,Jon Courtney Sun Microsystems Inc.,Roger Riggs Oracle,
217,Personal Basis Profile 1.1,This JSR will update the existing Personal Basis Profile (JSR-129) specification to reflect the J2SETM 1.4 APIs.,Maintenance,,Maintenance Release,2006/8/3,,,Roger Riggs Oracle,,
218,Connected Device Configuration (CDC) 1.1,This JSR defines a revision to the J2ME CDC specification. This JSR provides updates (based on J2SE v1.4) to the existing core non-graphical Java APIs for small electronic devices.,Maintenance,,Maintenance Release,2006/8/3,,,Roger Riggs Oracle,,
219,Foundation Profile 1.1,This JSR defines a revision to the J2ME Foundation Profile. This JSR provides updates (based on J2SE v1.4) to the existing core non-graphical Java APIs for small electronic devices.,Maintenance,,Maintenance Release,2006/8/3,,,Roger Riggs Oracle,,
220,Enterprise JavaBeansTM 3.0,The purpose of Enterprise JavaBeans (EJB) 3.0 is to improve the EJB architecture by reducing its complexity from the developer's point of view.,Maintenance,,Maintenance Draft Review,2007/11/14,2007/12/17,,Linda Demichiel Oracle,Mike Keith Oracle,
221,JDBCTM 4.0 API Specification,This specification seeks to improve Java application access to SQL data stores by the provision of ease-of-development focused features and improvements at both the utility and API level.,Active,,Maintenance Review Ballot 2,2017/4/4,2017/4/17,,Lance Andersen Oracle,,
222,JavaTM Architecture for XML Binding (JAXB) 2.0,JAXB 2.0 is the next version of JAXB The JavaTM Architecture for XML Binding. This JSR proposes additional functionality while retaining ease of development as a key goal.,Active,,Maintenance Review Ballot,2017/4/18,2017/5/1,,Roman Grigoriadi Oracle,,
223,Scripting for the JavaTM Platform,The specification will describe mechanisms allowing scripting language programs to access information developed in the Java Platform and allowing scripting language pages to be used in Java Server-side Applications.,Withdrawn,Withdrawn in December 2016 following the Maintenance Review.,Withdrawn,,,2016/12/13,Sundararajan Athijegannathan Oracle,Mike Grogan Sun Microsystems Inc.,
224,JavaTM API for XML-Based Web Services (JAX-WS) 2.0,The JAX-WS 2.0 specification is the next generation web services API replacing JAX-RPC 1.0.,Active,,Maintenance Review Ballot,2017/4/11,2017/4/24,,Lukas Jungmann Oracle,,
225,XQuery API for JavaTM (XQJ),Develop a common API that allows an application to submit queries conforming to the W3C XQuery 1.0 specification and to process the results of such queries.,Final,,Final Release,2009/6/24,,,Maxim Orgiyan Oracle,Marc Van Cappellen DataDirect Technologies,
226,Scalable 2D Vector Graphics API for J2METM,This specification will define an optional package API for rendering scalable 2D vector graphics including image files in W3C Scalable Vector Graphics (SVG) format.,Maintenance,,Maintenance Release,2006/6/2,,,Juha Eskelinen Nokia Corporation,Kimmo Loytana North Sixty-One Ltd,
227,A Standard Data Binding & Data Access Facility for J2EETM,An API and associated metadata format for declaratively binding and accessing data in J2EETM applications.,Withdrawn,Withdrawn at the request of the Specification Lead.,Withdrawn,,,2011/5/2,John Smiljanic Oracle,,
228,Information Module Profile - Next Generation (IMP-NG),"This specification will define a profile that will extend and enhance the ""J2METM Information Module Profile"" (JSR-195).",Final,,Final Release,2005/11/30,,,Thomas Lampart Cinterion Wireless Modules GmbH,,
229,Payment API,Enabling application developers to initiate mobile payment transactions in J2METM applications.,Maintenance,,Maintenance Release,2006/1/24,,,Jean-Yves Bitterlich Oracle,,
230,Data Sync API,Enabling J2METM applications to access native data synchronization implementation,Dormant,The Specification Lead chose to list this JSR as dormant in August 2011.,Proposed Final Draft,2006/9/22,,,Jens Paetzold Oracle,,
231,JavaTM Binding for the OpenGL® API,Java bindings to the OpenGL native 3D graphics library.,Maintenance,,Maintenance Release 2,2008/5/19,,,Kenneth Russell Sun Microsystems Inc.,,
232,Mobile Operational Management,Create a predictable management environment for mobile devices capable of installing executing profiling updating and removing JavaTM and associated native components in the J2METM Connected Device Configuration.,Maintenance,,Maintenance Release,2008/1/17,,,Venkat Amirisetty Motorola,Cheng Wang Nokia Corporation,
233,J2EE Mobile Device Management and Monitoring Specification,This JSR defines an extension of the J2EE platform for the purposes of remotely monitoring and managing the software on mobile devices.,Withdrawn,Withdrawn at the request of the Specification Lead.,Withdrawn,,,2011/7/15,Jens Paetzold Oracle,,
234,Advanced Multimedia Supplements,This specification will define an optional package for advanced multimedia functionality which is targeted to run as an supplement in connection with MMAPI (JSR-135) in J2ME/CLDC environment.,Maintenance,,Maintenance Release 2,2011/10/27,,,Erkki Rysä North Sixty-One Ltd,Cheng Wang Nokia Corporation,
235,Service Data Objects,Defines core infrastructure APIs for heterogeneous data access that supports common application design patterns and supports higher-level tools and frameworks.,Final,,Final Release,2009/5/11,,,Kelvin Goodson IBM,Radu Preotiuc-Pietro Oracle,
236,Concurrency Utilities for JavaTM EE,Concurrency Utilities for Java EE provides a simple standardized API for using concurrency from application components without compromising container integrity while still preserving the Java EE platform's fundamental benefits.,Final,,Final Release,2013/5/28,,,Anthony Lai Oracle,,
237,Work Manager for Application Servers,A work manager API providing for execution of concurrent work items within managed environments.,Withdrawn,JSR 237 has been merged with JSR 236 providing a single consistent specification for Java EE concurrency.,Withdrawn,,,2008/6/18,Chris D Johnson IBM,Naresh Revanuru BEA Systems,
238,Mobile Internationalization API,This JSR defines an API that provides culturally correct data formatting sorting of text strings and application resource processing for J2ME MIDlets running in MIDP over CLDC.,Final,,Final Release,2005/4/21,,,Jere Kapyaho Nokia Corporation,Erkki Rysä North Sixty-One Ltd,
239,JavaTM Binding for the OpenGL® ES API,JavaTM bindings to the OpenGL ES (Embedded Subset) native 3D graphics library.,Maintenance,,Maintenance Release,2007/8/14,,,Roger Riggs Oracle,,
240,JAINTM SLEE (JSLEE) v1.1,This JSR is a logical extension to address gaps in JSLEE v1.0 specification. The central area of focus is to specify the Resource Adaptor Architecture API and semantics.,Final,,Final Release,2008/7/14,,,David Ferry Open Cloud Limited,,
241,The Groovy Programming Language,Groovy is an agile dynamic programming language for the Java Virtual Machine. Groovy includes features found in Python Ruby and Smalltalk but uses syntax similar to the Java programming language.,Dormant,The Specification Lead chose to list this JSR as dormant in April 2012.,Expert Group Formation,2004/3/30,,,No Current Spec Lead No SL Company,,
242,"Digital Set Top Box Profile - ""On Ramp to OCAP""",The requested specification will define a J2ME profile based on the Connected Limited Device Configuration (CLDC) that is appropriate for use by small-footprint cable television set top boxes.,Final,,Final Release,2007/9/26,,,Donald Bleyl Cox Communications Inc.,Jens Paetzold Oracle,
243,JavaTM Data Objects 2.0 - An Extension to the JDO specification,The high level objectives are to make JDO easier to use closely align JDO with J2EE standardize JDO's database support and broaden the scope of JDO.,Maintenance,,Maintenance Release 3,2010/8/23,,,Craig Russell Sun Microsystems Inc.,,
244,JavaTM Platform Enterprise Edition 5 (Java EE 5) Specification,This JSR is to develop Java EE 5 the next release of the Java Platform Enterprise Edition targeted to ship in the second quarter of 2006.,Final,,Final Release,2006/5/11,,,Bill Shannon Sun Microsystems Inc.,,
245,JavaServerTM Pages 2.1,This is the next revision of the JavaServerTM Pages specification. The purpose of JSP 2.1 is to improve alignment with JavaServerTM Faces (JSF) and enhance ease of development.,Maintenance,,Maintenance Release 2,2013/6/12,,,Kinman Chung Oracle,,
246,Device Management API,Enabling J2METM applications to access device management implementations,Dormant,The Specification Lead chose to list this JSR as dormant in August 2011.,Early Draft Review,2005/8/8,2005/9/7,,Jens Paetzold Oracle,,
247,Data Mining 2.0,JDM 2.0 will address requested features deferred from JDM 1.0 which focused on the data mining framework and a select number of mining functions and algorithms.,Withdrawn,Withdrawn at the request of the Specification Lead.,Withdrawn,,,2011/5/2,Mark F. Hornick Oracle,,
248,Mobile Service Architecture,This JSR creates a mobile service architecture and platform definition for the high volume wireless handsets continuing the work started in JSR-185 and enhancing the definition with new technologies.,Maintenance,,Maintenance Release,2008/2/21,,,Guenter Klas Vodafone Group Services Limited,Erkki Rysa Nokia Corporation,
249,Mobile Service Architecture 2,This JSR defines the next generation of the Mobile Service Architecture and platform created in JSR 248.,Dormant,The Specification Leads chose to list this JSR as dormant in August 2012.,Public Review Ballot,2009/2/17,2009/2/23,,Adamu Haruna Nokia Corporation,Guenter Klas Vodafone Group Services Limited,
250,Common Annotations for the JavaTM Platform,This JSR will develop annotations for common semantic concepts in the J2SE and J2EE platforms that apply across a variety of individual technologies.,Active,,Maintenance Release 3,2016/9/2,,,Rajiv Mordani Oracle,,
251,Pricing API,Standard for defining and using complex pricing data and business rules enabling integration allowing business differentiating extensions. Addresses usage-based business model needs for communications and entertainment industries and utilities.,Dormant,The Executive Committee voted to list this JSR as dormant in May 2012.,Early Draft Review,2006/5/1,2006/5/31,,No Current Spec Lead No SL Company,,
252,JavaServer Faces 1.2,This JSR is an update to the 1.1 version of the JavaServer Faces specification. Its scope goes beyond a JCP maintenance release but is short of a new feature release.,Maintenance,,Maintenance Draft Review 3,2008/7/22,2008/8/25,,Edward Burns Oracle,Roger Kitain Oracle,
253,Mobile Telephony API (MTA),This JSR creates a mobile telephony API and platform definition which utilizes common telephony features and is small and simple to suite to high volume devices with limited resources.,Final,,Final Release,2006/3/10,,,Jean-Yves Bitterlich Oracle,Brian Deuser Motorola,
254,OSS Discovery API,Provide an API that allows network discovery applications to be developed and integrated with other OSS/J enabled applications.,Final,,Final Release,2008/2/8,,,Andrew Paterson Nakina Systems,Sergio Pellizzari Nakina Systems,Yves Thibeault Nakina Systems
255,JavaTM Management Extensions (JMXTM) Specification version 2.0,This JSR updates the JMX and JMX Remote APIs for version 6.0 of the Java(TM) Platform Standard Edition. It will improve usability of existing features and add new functionality.,Withdrawn,JSR 255 specified changes to javax.management.* which were subsequently abandoned due to lack of resources and were not included in the Java SE 6 or 7 Platforms. (The changes were distinct from other changes to javax.management.* specified by JSRs 3 160 and 336 for inclusion in the Java SE 6 and 7 Platforms.) It was determined in 2014 that future changes to JMX technology would be specified directly by the umbrella JSR for the Java SE Platform.,Withdrawn,,,2016/3/24,Staffan Larsen Oracle,,
256,Mobile Sensor API,The API provides general Sensor API that extends the usability and choice of sensors for J2ME applications. It defines generic sensor functionality optimized for the resource-constrained devices like mobile devices.,Maintenance,,Maintenance Draft Review 4,2009/3/27,2009/4/27,,Kimmo Loytana North Sixty-One Ltd,Pia Niemela Nokia Corporation,
257,Contactless Communication API,This specification will define J2ME Optional Packages for contactless communication one package for bi-directional communication and the other for accessing read-only information.,Maintenance,,Maintenance Release 2,2011/10/31,,,Kimmo Loytana North Sixty-One Ltd,,Jaana Majakangas Nokia Corporation
258,Mobile User Interface Customization API,The Mobile User Interface Customization API provides a way to query and modify the user interface customization properties of a mobile device or platform.,Maintenance,,Maintenance Release,2011/10/31,,,Jere Kapyaho Nokia Corporation,Erkki Rysä North Sixty-One Ltd,
259,Ad Hoc Networking API,The purpose of this JSR is to define an API that enables communication between mobile devices in a peer-to-peer ad-hoc network environment.,Dormant,The Specification Lead chose to list this JSR as dormant in August 2011.,Early Draft Review,2006/1/30,2006/3/1,,Volker Bauche Oracle,,
260,JavadocTM Tag Technology Update,Defines new tags and generated Javadoc document representation aimed to increase readability information richness and make the Javadoc more approachable to developers learning and using the APIs.,Withdrawn,Withdrawn at the request of the Specification Lead.,Withdrawn,,,2011/3/22,Danny Coward Oracle,,
261,JavaTM API for XML Web Services Addressing (JAX-WSA),The Java API for XML Web Services Addressing (JAX-WSA) 1.0 specification will define APIs and a framework for supporting transport-neutral addressing of Web services.,Withdrawn,All the work done under this JSR has been subsumed under JSR 224. This was conveyed to the EG at earlier instances as well and nobody objected.,Withdrawn,,,2006/12/15,Mike Grogan Sun Microsystems Inc.,Arun Gupta Sun Microsystems Inc.,
262,Web Services Connector for Java Management Extensions (JMX) Agents,Defines a connector for the JMX Remote API that uses Web Services to make JMX instrumentation available remotely. Clients do not have to be Java applications but can be.,Withdrawn,JSR 262 specified the javax.management.remote.ws API which was subsequently abandoned due to lack of resources and was not included in the Java SE 7 Platform. It was determined in 2014 that future changes to JMX technology would be specified directly by the umbrella JSR for the Java SE Platform.,Withdrawn,,,2016/3/24,Staffan Larsen Oracle,,
263,Fault Management API,The Fault Management API provides for the monitoring and management of alarms within an information or a telecommunications network.,Final,,Final Release,2007/9/14,,,Marc Flauw Hewlett-Packard,,
264,Order Management API,This JSR defines an interface to an Order Management component with specific extensions for activation and work order management use-cases.,Final,,Final Release,2007/9/24,,,Andreas Ebbert-Karroum codecentric AG,,
265,API for Utilizing Web Services Policy,This specification aims to standardize a basic framework in Java for utilizing the Web services constraints and capabilities.,Withdrawn,The standardization of policy-based metadata will continue as part of the Service Component Architecture (SCA) which will eventually provide Java-based language bindings as part of separate JSRs.,Withdrawn,,,2010/1/28,Sanjay Patil SAP SE,Umit Yalcinalp SAP SE,
266,Unified Message Box Access API (UMBA-API),The purpose of this JSR is to define an API to access and manage the message boxes of the mobile device and their content.,Dormant,The Specification Lead chose to list this JSR as dormant in May 2012.,Early Draft Review,2006/4/14,2006/5/14,,Michael Lagally Oracle,,
267,JSP Tag Library for Web Services,JSPTM Tag Library for accessing Web Services,Withdrawn,Lack of resources to drive this JSR produce the RI (Reference Implementation) and TCK (Technology Compatibility Kit)- Waning interest and lack of support for this technology from the community led to the withdrawal of this JSR.,Withdrawn,,,2008/2/6,Dhiru Pandey Sun Microsystems Inc.,,
268,JavaTM Smart Card I/O API,APIs for APDU based communication with Smart Cards,Final,,Final Release,2006/12/11,,,Valerie Peng Sun Microsystems Inc.,,
269,Pluggable Annotation Processing API,Provide an API to allow the processing of JSR 175 annotations (metadata); this will require modeling elements of the Java(TM) programming language as well as processing-specific functionality.,Active,,Maintenance Review Ballot 2,2017/4/25,2017/5/8,,Joe Darcy Oracle,,
270,JavaTM SE 6 Release Contents,The Umbrella JSR for the JavaTM SE 6 release.,Maintenance,,Maintenance Release,2015/3/18,,,Mark Reinhold Sun Microsystems Inc.,,
271,Mobile Information Device Profile 3,This JSR will specify the 3rd generation Mobile Information Device Profile expanding upon the functionality in all areas as well as improving interoperability across devices.,Final,,Final Release,2009/12/9,,,Roger Riggs Oracle,,
272,Mobile Broadcast Service API for Handheld Terminals,This specification will define an optional package in J2ME/MIDP/CLDC environment to provide functionality to handle broadcast content e.g. to view digital television and to utilize its rich features and services.,Final,,Final Release,2008/12/5,,,Kimmo Loytana North Sixty-One Ltd,Antti Rantalahti Nokia Corporation,Ivan Wong Motorola
273,Design-Time API for JavaBeansTM JBDT,This JSR extends the JavaBeans specification and APIs to improve design-time functionality for component authors to leverage within the visual design environments in IDEs.,Withdrawn,Withdrawn at the request of the Specification Lead.,Withdrawn,,,2011/3/22,Tor Norbye Oracle,,
274,The BeanShell Scripting Language,This specification will standardize BeanShell a Java syntax compatible scripting language for the Java platform.,Dormant,The Executive Committee voted to list this JSR as dormant in June 2011.,Expert Group Formation,2005/6/7,,,Patrick Niemeyer Niemeyer Patrick D.,,
275,Units Specification,This JSR specifies Java packages for modeling and working with standard measures known as units.,Rejected,This JSR was not approved by the SE/EE Executive Committee in the Public Draft Reconsideration Ballot.,Rejected,,,2010/3/9,Jean-Marie Dautelle Dautelle Jean-Marie,Werner Keil Keil Werner,
276,Design-Time Metadata for JavaServerTM Faces Components,Defines a standard mechanism for associating design-time information with JavaServerTM Faces components.,Dormant,The Specification Lead chose to list this JSR as dormant in August 2012.,Early Draft Review,2010/4/9,2010/5/9,,Jeffrey Stephenson Oracle,,
277,JavaTM Module System,The specification defines a distribution format and a repository for collections of Java code and related resources. It also defines the discovery loading and integrity mechanisms at runtime.,Withdrawn,Withdrawn at the request of the Specification Lead. Superseded by JSR 376.,Withdrawn,,,2016/1/20,Alex Buckley Oracle,,
278,Resource Management API for JavaTM ME,RM API will provide a simple interface for resource reclamation accounting and monitoring in a Java ME platform that requires resource management for multiple applications.,Dormant,The Executive Committee voted to list this JSR as dormant in May 2012.,Public Review Ballot,2007/1/30,2007/2/5,,Ho An Samsung Electronics Corporation,Hobum (Vincent) Kwon Samsung Electronics Corporation,
279,Service Connection API for JavaTM ME,A new high-level API for connection services via frameworks supporting identity based services discovery and authentication. The API supports Service Oriented Architectures (SOA) and other similar network service application models.,Final,,Final Release,2009/11/16,,,Kimmo Loytana North Sixty-One Ltd,Pia Niemela Nokia Corporation,Jens Paetzold Oracle
280,XML API for JavaTM ME,This JSR provides a common general purpose XML API for the next generation of mobile devices.,Final,,Final Release,2007/10/11,,,Jean-Yves Bitterlich Oracle,Pia Niemela Nokia Corporation,
281,IMS Services API,This JSR provides a high-level API to access IP Multimedia Subsystem (IMS) services. This API hides IMS technology details and exposes service-level support to enable easy development of IMS applications.,Maintenance,,Maintenance Release,2009/4/22,,,Piotr Kessler Ericsson AB,Stefan Svenberg Ericsson AB,
282,RTSJ version 1.1,Fill some minor gaps in the RTSJ,Active,,Early Draft Review 3,2017/2/3,2017/4/4,,James J. Hunt aicas GmbH,,
283,Content Repository for JavaTM Technology API Version 2.0,As the version 2.0 of the Content Repository for Java Technology API the aim is to further expand and refine the specification based on feedback from the community.,Final,,Final Release,2009/9/25,,,David Nuescheler Day Software Inc.,,
284,Resource Consumption Management API,The API will allow for partitioning resources (constraints reservations) among Java applications and for querying about resource availability (notifications). It will also provide means of exposing various kinds of resources.,Final,,Final Release,2009/1/22,,,Grzegorz Czajkowski Google Inc.,,
285,Performance Management API,The Performance Management API provides for the monitoring and management of the performance of an information or telecommunications network.,Dormant,The Executive Committee voted to list this JSR as dormant in June 2011.,Expert Group Formation,2005/11/15,,,Dave Raymer Motorola,,
286,Portlet Specification 2.0,Version 2.0 of the Portlet Specification plans to align with J2EE 1.4 integrate other new JSRs relevant for the portlet and align with the WSRP specification V 2.0.,Maintenance,,Maintenance Review Ballot,2015/8/18,2015/8/24,,Martin Nicklous IBM,,
287,Scalable 2D Vector Graphics API 2.0 for Java METM,This specification will define an optional package for rendering enhanced 2D vector graphics and rich media content based on select features from SVG Mobile 1.2 with primary emphasis on MIDP.,Final,,Final Release,2009/12/10,,,Juha Eskelinen Nokia Corporation,Kimmo Loytana North Sixty-One Ltd,
288,Adaptive JavaTM ME System API,This specification will define a mechanism that enables a systems developer to include multiple Configurations and Profiles on a single device using one set of developed components.,Rejected,This JSR was not approved by the ME Executive Committee in the JSR Approval Ballot and JSR Reconsideration Ballot.,Rejected,,,2006/2/22,Andre Kruetzfeldt Aplix Corporation,,
289,SIP Servlet v1.1,This specification is an enhancement to the SIPServlet specification. The central focus of this JSR is to enhance the existing SIPServlet specification with new requirements determined by the industry.,Final,,Final Release,2008/8/21,,,Yannis Cosmadopoulos Oracle,Amitha Pulijala Oracle,
290,JavaTM Language & XML User Interface Markup Integration,This JSR enables creation of Java ME applications which combine Web UI markup technologies with Java code. The intent is to leverage the W3C Compound Document Format (CDF) specification.,Dormant,The Specification Lead chose to list this JSR as dormant in August 2012.,Proposed Final Draft 2,2009/5/1,,,Jean-Yves Bitterlich Oracle,,
291,Dynamic Component Support for JavaTM SE,Establish a JCP specification for a dynamic component framework supporting existing Java SE environments based on the OSGi dynamic component model specifications.,Final,,Final Release,2007/8/7,,,Thomas Watson IBM,,
292,Supporting Dynamically Typed Languages on the JavaTM Platform,Add a new bytecode invokedynamic that supports efficient and flexible execution of method invocations in the absence of static type information.,Final,,Final Release,2011/7/20,,,John Rose Sun Microsystems Inc.,,
293,Location API 2.0,This specification defines an optional package that enables the developers to use new enhanced location-based features on the JavaTM ME devices.,Final,,Final Release,2008/11/4,,,Kimmo Loytana North Sixty-One Ltd,Jaana Majakangas Nokia Corporation,
294,Improved Modularity Support in the JavaTM Programming Language,Language extensions in support of information hiding and separate compilation.,Withdrawn,Withdrawn at the request of the Specification Lead. Superseded by JSR 376.,Withdrawn,,,2016/1/20,Alex Buckley Oracle,,
295,Beans Binding,Provide an API that allows two properties of two beans to stay in sync.,Withdrawn,Withdrawn at the request of the Specification Lead.,Withdrawn,,,2011/5/2,Peter Zhelezniakov Sun Microsystems Inc.,,
296,Swing Application Framework,This JSR will provide a simple application framework for Swing applications. It will define infrastructure common to most desktop applications. In so doing Swing applications will be easier to create.,Withdrawn,Withdrawn at the Spec Lead's request.,Withdrawn,,,2011/6/6,Alexander Potochkin Sun Microsystems Inc.,,
297,Mobile 3D Graphics API 2.0,This new revision of M3G (JSR-184) will expose the latest graphics hardware features on high-end devices while improving performance and memory usage on the low end.,Dormant,The Specification Leads chose to list this JSR as dormant in June 2013.,Proposed Final Draft,2009/4/14,,,Tomi Aarnio Nokia Corporation,Erkki Rysä North Sixty-One Ltd,
298,Telematics API for JavaTM ME,This JSR defines the API set for Telematics Service on mobile devices.,Final,,Final Release,2008/10/14,,,Dave Kim SK Telecom Co. Ltd.,Young Min Park SK Telecom Co. Ltd.,
299,Contexts and Dependency Injection for the JavaTM EE platform,The purpose of this specification is to unify the JSF managed bean component model with the EJB component model resulting in a significantly simplified programming model for web-based applications.,Final,,Final Release,2009/12/10,,,Gavin King Red Hat,,
300,DRM API for JavaTM ME,This specification will define an optional package for developing JavaTM ME applications which utilize or interoperate with DRM agents that separately exist in devices.,Final,,Final Release,2010/2/4,,,Jea Un Kim LG Electronics Inc.,Dnyanesh R Pathak LG Electronics Inc.,
301,Portlet 1.0 Bridge for JavaServerTM Faces 1.2,The Portlet Bridge Specification for JavaServer Faces defines the semantics of a JSR 168/JSR 286 portlet that proxies for JSF artifacts.,Final,,Final Release,2010/7/8,,,Michael Freedman Oracle,,
302,Safety Critical JavaTM Technology,This specification creates a J2METM capability based on the Real-Time Specification for Java (JSR-1) containing minimal features necessary for safety critical systems capable of certification e.g. DO-178B.,Active,,Early Draft Review 3,2017/2/8,2017/5/9,,C. Douglass Locke The Open Group,,
303,Bean Validation,This JSR will define a meta-data model and API for JavaBeanTM validation based on annotations with overrides and extended meta-data through the use of XML validation descriptors.,Final,,Final Release,2009/11/16,,,Emmanuel Bernard Red Hat,,
304,Mobile Telephony API version 2,This JSR extends the interfaces defined in JSR253 (Mobile Telephony API) to cover additional use cases and features not covered in that JSR.,Dormant,The Executive Committee voted to list this JSR as dormant in May 2012.,Expert Group Formation,2006/8/1,,,Brian Deuser Motorola,,
305,Annotations for Software Defect Detection,This JSR will work to develop standard annotations (such as @NonNull) that can be applied to Java programs to assist tools that detect software defects.,Dormant,The Executive Committee voted to list this JSR as dormant in May 2012.,Expert Group Formation,2006/9/12,,,William Pugh Pugh William,,
306,Towards a new version of the JCP,This JSR proposes a variety of changes and adjustments to the JCP.,Withdrawn,This JSR was withdrawn because it is obsolete. It was replaced by two new JSRs that will develop short-term and longer-term changes to the Process Document and the JSPA. Work from JSR 306 was to be incorporated into the new JSRs as appropriate. Patrick Curran was to be the Spec Lead for these JSRs while the Expert Group will be the current membership of both the JCP Executive Committees.,Withdrawn,,,2010/12/16,Patrick Curran Oracle,,
307,Network Mobility and Mobile Data API,This JSR provides API's for initiating and controlling data sessions in a mobile device and providing applications control over wireless network selection.,Dormant,The Executive Committee voted to list this JSR as dormant in September 2012.,Public Review Ballot,2009/2/17,2009/2/23,,Brian Deuser Motorola,,
308,Annotations on Java Types,This JSR extends the Java annotation syntax to permit annotations on any occurrence of a type. Previously annotations could not be placed on generic type arguments type casts etc.,Final,,Final Release,2014/3/4,,,Alex Buckley Oracle,Michael Ernst Ernst Michael,
309,Media Server Control API,This Specification is a protocol agnostic API for Media Server Control. It provides a portable interface to create media rich applications with IVR Conferencing Speech Recognition and similar features.,Final,,Final Release,2009/12/21,,,Marc Brandt Hewlett-Packard,Tomas Ericson Oracle,
310,Date and Time API,This JSR will provide a new and improved date and time API for Java.,Final,,Final Release,2014/3/4,,,Stephen Colebourne Colebourne Stephen,Roger Riggs Oracle,Michael Nascimento Santos Santos Michael Nascimento
311,JAX-RS: The JavaTM API for RESTful Web Services,This JSR will develop an API for providing support for RESTful(Representational State Transfer) Web Services in the Java Platform.,Maintenance,,Maintenance Release,2009/11/23,,,Marek Potociar Oracle,,
312,JavaTM Business Integration 2.0 (JBI 2.0),JBI enables the creation of a Java business integration environment for the creation of Composite Applications. The JBI 2.0 JSR will augment it to address new requirements.,Withdrawn,Withdrawn at the Spec Lead's request.,Withdrawn,,,2010/12/17,Ron Ten-Hove Sun Microsystems Inc.,Peter Walker Sun Microsystems Inc.,
313,JavaTM Platform Enterprise Edition 6 (Java EE 6) Specification,This JSR is to develop Java EE 6 a release of the Java Platform Enterprise Edition targeted to ship in 2008.,Withdrawn,Withdrawn at the Spec Lead's request during the JSR Approval Ballot.,Withdrawn,,,2007/4/13,Roberto Chinnici Oracle,Bill Shannon Sun Microsystems Inc.,
314,JavaServer Faces 2.0,This JSR is an update to the 1.2 version of the JavaServer Faces specification. This is the first major revision of the JavaServer Faces specification since JSR 127.,Maintenance,,Maintenance Release 2,2010/11/22,,,Edward Burns Oracle,Roger Kitain Oracle,
315,JavaTM Servlet 3.0 Specification,This JSR will be an update to the existing Servlet 2.5 specification.,Maintenance,,Maintenance Release,2011/3/9,,,Rajiv Mordani Oracle,,
316,JavaTM Platform Enterprise Edition 6 (Java EE 6) Specification,This JSR is to develop Java EE 6 a release of the Java Platform Enterprise Edition targeted to ship in 2008.,Final,,Final Release,2009/12/10,,,Roberto Chinnici Oracle,William Shannon Oracle,
317,JavaTM Persistence 2.0,The Java Persistence API is the Java API for the management of persistence and object/relational mapping for Java EE and Java SE environments.,Final,,Final Release,2009/12/10,,,Linda Demichiel Oracle,,
318,Enterprise JavaBeansTM 3.1,Enterprise JavaBeans is an architecture for the development and deployment of component-based business applications.,Maintenance,,Maintenance Release 2,2013/6/12,,,Linda Demichiel Oracle,,
319,Availability Management for Java,This JSR will provide an API by which an availability management framework can supervise and control Java runtime units in order to achieve high availability.,Final,,Final Release,2010/6/15,,,Jens Jensen Ericsson AB,,
320,Services Framework,This specification will define a high level lightweight services and management framework API's that will provide JME based devices the ability to manage long running applications and services.,Dormant,The Executive Committee voted to list this JSR as dormant in May 2012.,Expert Group Formation,2007/11/13,,,Roger N. Mahler AT&T,,
321,Trusted Computing API for JavaTM,Develop a Trusted Computing API for JavaTM providing selected functionality the TCG Software Stack offers to the C world while following the conventions of modern Java APIs.,Final,,Final Release,2011/12/5,,,Ronald Toegl IAIK Graz University of Technology,,
322,JavaTM EE Connector Architecture 1.6,The Java EE Connector Architecture 1.5 defines a standard architecture for connecting to Enterprise Information Systems. This JSR will enhance the existing specification with features requested by experts and community.,Maintenance,,Maintenance Release,2013/6/10,,,Sivakumar Thyagarajan Oracle,,
323,Strong Mobility for JavaTM,Strong Mobility is the movement of code data and execution state from one location to another. This specification defines byte-code transformation to achieve Strong Mobility for Java-based programs.,Rejected,This JSR was not approved by the SE/EE Executive Committee in the JSR Approval Ballot.,Rejected,,,2008/1/22,Hiroki Suguri Suguri Hiroki,,
324,On Screen MIDlet API for Java ME,This JSR defines the API set for MIDlet activation functionality on idle screen.,Rejected,This JSR was not approved by the ME Executive Committee in the JSR Approval Ballot.,Rejected,,,2008/4/15,Dave Kim SK Telecom Co. Ltd.,,
325,IMS Communication Enablers (ICE),This specification will define a high level IMS Communications Enabler framework API that will provide Java ME based devices effortless access to a set of essential IMS Communication Enablers.,Final,,Final Release,2010/10/26,,,Martin Gunnang Ericsson AB,Niclas Palm Ericsson AB,
326,Post mortem JVM Diagnostics API,A standard Java API designed to support the generation and consumption of post mortem or snapshot Java diagnostic artefacts.,Dormant,The Specification Lead chose to list this JSR as dormant in August 2012.,Early Draft Review,2009/10/29,2009/11/28,,Steve Poole IBM,,
327,Dynamic Contents Delivery Service API for JavaTM ME,This JSR will enable Java application to interact with dynamic content delivery (DCD) client implementation in user's device.,Dormant,The Executive Committee voted to list this JSR as dormant in September 2012.,Proposed Final Draft,2010/4/30,,,Dave Kim SK Telecom Co. Ltd.,,
